guid,tag
905,neutral
773,positive
4331,negative
1663,negative
1615,positive
4338,positive
2027,positive
3379,positive
4,positive
3988,negative
4352,negative
3512,negative
2533,positive
335,neutral
551,negative
4873,negative
5042,positive
2330,negative
114,positive
4180,negative
1448,positive
1103,positive
5129,positive
209,positive
531,neutral
4852,negative
1236,positive
3455,positive
4615,positive
4433,negative
1703,negative
2693,negative
2999,positive
1916,negative
3136,negative
3905,negative
4670,positive
422,negative
3706,positive
3569,negative
583,positive
5023,positive
4437,positive
715,positive
900,positive
2326,negative
497,positive
476,positive
851,positive
4481,positive
2940,negative
3368,positive
62,positive
758,positive
2034,positive
1742,positive
474,positive
1971,positive
3790,positive
3210,negative
3106,negative
921,negative
4265,negative
679,positive
3490,positive
2944,negative
517,positive
826,negative
2848,negative
3602,neutral
1758,positive
4535,negative
101,positive
779,neutral
784,negative
2975,negative
1430,positive
2541,positive
1719,positive
2771,positive
2528,negative
3322,positive
1899,positive
830,negative
265,positive
1146,positive
3748,positive
1752,positive
2571,positive
1372,negative
2526,negative
816,positive
3187,negative
1139,negative
5125,positive
4250,positive
2618,negative
308,positive
4435,negative
2691,negative
3691,positive
4497,positive
1759,positive
2064,negative
4677,positive
4102,neutral
982,positive
2140,positive
3838,negative
3487,positive
815,positive
5120,positive
3265,positive
840,positive
3150,negative
791,positive
3394,negative
220,positive
2052,positive
1723,positive
2639,negative
4098,neutral
2324,positive
3444,negative
4393,negative
2658,neutral
3986,negative
1390,neutral
992,negative
3038,positive
1298,positive
4975,positive
4386,negative
668,negative
3781,negative
3333,neutral
4522,negative
968,positive
1218,negative
909,negative
782,negative
321,positive
1705,negative
5008,positive
3614,positive
3834,neutral
64,negative
2388,neutral
3586,positive
14,positive
4325,negative
3881,positive
3341,positive
194,negative
1581,neutral
3501,negative
1276,positive
1457,neutral
2138,positive
3918,negative
5004,negative
3877,positive
1310,neutral
1489,positive
1118,positive
1677,positive
257,positive
4649,positive
3129,negative
5024,positive
4060,positive
2869,neutral
2985,neutral
1018,positive
2458,positive
1995,positive
999,neutral
2694,positive
366,positive
4055,positive
1453,positive
119,negative
959,negative
1836,positive
1985,positive
5116,negative
2139,positive
4156,negative
1624,positive
1819,negative
3750,negative
2628,positive
818,negative
3281,negative
4942,positive
3798,positive
3078,negative
3749,positive
774,positive
1124,negative
1388,positive
1937,negative
2335,negative
4640,negative
1224,positive
910,negative
4311,positive
2703,negative
4867,positive
3980,negative
1917,positive
2896,negative
4293,positive
4017,positive
4228,positive
2972,positive
4427,negative
3659,negative
4954,positive
544,positive
1785,negative
2845,positive
4549,positive
3245,positive
1308,neutral
2937,neutral
2935,neutral
3200,positive
1382,positive
1440,positive
1524,positive
876,positive
1491,positive
4305,positive
1427,positive
3523,neutral
2047,positive
1666,positive
1363,negative
2445,positive
4116,neutral
5006,positive
3171,negative
4502,neutral
3040,negative
3590,positive
2993,negative
3968,negative
2378,positive
406,positive
2430,positive
207,positive
2595,positive
4332,negative
700,negative
4229,positive
3026,positive
1244,positive
3404,positive
1966,positive
1554,positive
4799,neutral
2436,positive
4344,positive
1098,positive
4478,negative
3668,negative
1297,positive
4767,positive
1293,negative
4083,positive
829,positive
550,negative
4456,negative
1465,positive
3433,negative
4779,positive
4164,positive
3354,negative
61,positive
1980,positive
1492,negative
3220,positive
168,positive
213,positive
750,negative
584,positive
1631,positive
3654,positive
3396,positive
1597,positive
4328,positive
183,positive
2659,positive
2053,positive
3258,positive
1087,negative
1622,neutral
4480,negative
4108,neutral
4514,negative
80,negative
3326,positive
3985,positive
3943,negative
2403,negative
4189,positive
3440,positive
331,negative
4595,positive
5126,positive
4679,positive
1611,positive
530,positive
4150,neutral
2580,positive
3156,positive
1936,positive
2729,positive
4637,positive
672,negative
501,positive
760,neutral
4891,positive
3896,positive
4157,negative
1722,neutral
4932,neutral
2124,negative
81,positive
2925,neutral
3610,positive
1340,negative
1474,positive
2375,neutral
1521,positive
1566,negative
4213,positive
2163,negative
4186,neutral
1625,positive
1348,positive
3753,positive
2840,negative
790,positive
3951,negative
4972,positive
869,negative
1140,positive
4359,negative
4318,positive
171,positive
1006,positive
314,positive
2868,neutral
4230,positive
2600,positive
5105,negative
307,positive
3425,positive
3251,positive
954,negative
3547,negative
1649,neutral
1399,negative
94,positive
4921,negative
3923,negative
1938,positive
4746,negative
4627,negative
481,positive
4125,negative
3311,negative
3087,negative
3697,positive
3853,positive
1958,negative
4534,positive
325,positive
1728,positive
871,negative
3709,positive
2581,negative
4996,positive
3662,negative
2492,positive
4444,positive
299,positive
4113,neutral
1198,positive
920,negative
5069,positive
1451,negative
1883,negative
2827,positive
4508,positive
1353,positive
1283,positive
1935,positive
1361,positive
1163,positive
541,positive
1483,positive
2165,neutral
4069,positive
3218,positive
712,positive
2852,positive
590,positive
4948,negative
1174,negative
3013,positive
47,positive
1060,negative
3350,positive
4651,positive
3504,positive
3893,positive
4879,positive
3025,positive
2076,positive
4137,positive
4441,negative
364,negative
1871,neutral
3827,negative
2548,negative
1216,positive
4353,positive
52,negative
4803,positive
4107,negative
699,negative
5082,negative
4590,positive
658,positive
3631,positive
4257,positive
2532,positive
444,positive
4248,positive
899,negative
2856,positive
3612,neutral
401,positive
4452,negative
727,negative
4371,negative
638,positive
1062,positive
2372,positive
4124,neutral
2449,positive
4909,positive
2453,neutral
3622,positive
3252,positive
595,positive
3478,negative
4567,positive
2666,negative
2917,neutral
2575,positive
4501,positive
3130,negative
574,negative
3015,neutral
1856,negative
139,positive
711,positive
1486,negative
663,positive
1299,positive
1387,positive
3910,positive
3460,neutral
3109,positive
74,positive
117,neutral
3270,positive
1740,negative
2767,positive
3510,positive
5090,positive
1144,neutral
709,positive
4185,negative
2987,positive
1246,negative
630,positive
2553,positive
1876,neutral
4575,positive
1696,positive
3479,positive
1089,neutral
2762,neutral
405,neutral
1528,negative
2948,negative
1358,positive
4424,positive
448,negative
2885,negative
4347,negative
1983,positive
857,neutral
4399,positive
1408,positive
3856,neutral
3508,negative
4528,positive
4957,positive
3075,negative
4826,negative
856,negative
3500,positive
1909,neutral
3678,neutral
1825,positive
3385,positive
3204,positive
412,positive
1823,negative
4965,positive
3831,negative
5065,positive
3771,negative
4026,positive
3344,negative
3634,positive
3018,positive
2878,positive
4586,positive
1115,negative
3509,negative
2102,neutral
3163,neutral
1601,positive
3934,negative
3317,neutral
1397,neutral
418,negative
2794,negative
2059,positive
4762,negative
3496,negative
2544,positive
3191,negative
1117,negative
2650,negative
2538,positive
4630,neutral
144,positive
4129,neutral
2012,neutral
4894,positive
1518,positive
4211,negative
159,negative
768,negative
547,positive
2509,positive
1013,positive
3692,positive
477,positive
1592,negative
1327,negative
1436,negative
1591,positive
1134,positive
46,neutral
1810,positive
1522,positive
3123,negative
297,negative
3367,positive
1774,negative
2633,negative
4886,positive
3313,negative
5053,negative
666,positive
2049,positive
3185,positive
844,positive
5048,positive
1743,positive
2534,positive
354,negative
505,neutral
3299,neutral
3213,negative
1250,negative
11,positive
3414,negative
702,positive
1145,positive
1626,positive
4316,positive
4943,negative
2784,neutral
813,positive
2329,negative
1080,positive
370,negative
720,neutral
430,negative
3754,positive
1066,positive
1253,positive
1416,positive
2128,negative
4724,positive
2504,positive
895,positive
1347,negative
3498,positive
1398,positive
3741,positive
942,positive
524,positive
333,negative
1665,positive
2473,positive
1744,positive
2354,negative
2786,neutral
1538,negative
1652,positive
4962,positive
1889,positive
4682,positive
2959,negative
3635,positive
3966,negative
1122,negative
4152,positive
1843,positive
247,positive
3729,positive
493,positive
172,positive
3581,negative
683,positive
3027,positive
4418,negative
2924,neutral
3549,negative
3463,neutral
2775,positive
1809,negative
1455,negative
986,positive
4408,positive
601,positive
127,positive
3755,negative
2614,positive
4566,neutral
1897,positive
1609,positive
1247,negative
1041,positive
3474,neutral
275,positive
4276,positive
4863,neutral
2130,positive
1544,negative
3534,negative
4605,positive
2368,positive
339,positive
4028,positive
4751,positive
3303,positive
4883,positive
4856,negative
1951,negative
91,positive
3236,positive
1973,positive
1924,negative
1181,positive
2440,positive
130,negative
4734,positive
303,positive
3120,positive
4617,positive
1714,neutral
4968,positive
2551,negative
3799,positive
3304,positive
2382,positive
5113,negative
4092,neutral
5073,negative
4474,negative
2905,positive
4111,neutral
4340,positive
4277,positive
2045,positive
3334,positive
107,positive
4940,positive
3473,positive
1481,positive
673,positive
3154,positive
1881,negative
2945,negative
2654,negative
949,positive
4862,positive
1423,positive
115,positive
2479,positive
3759,positive
1116,positive
6,positive
4006,negative
5029,positive
43,positive
4362,negative
586,neutral
1710,negative
4620,positive
3272,positive
3320,negative
230,positive
1150,positive
4628,positive
4207,positive
2598,positive
1720,positive
1101,positive
3064,negative
2493,positive
3724,positive
3241,positive
4625,neutral
432,positive
4222,negative
3361,positive
5059,positive
3071,positive
2667,negative
1197,positive
1445,negative
4517,negative
1818,negative
3875,negative
4489,positive
3859,positive
2651,negative
54,positive
2603,negative
4234,positive
270,positive
263,positive
2158,negative
5077,negative
3953,negative
2075,negative
1715,positive
3626,positive
4785,positive
3237,positive
1258,positive
2976,negative
1750,positive
4837,positive
1274,positive
3548,positive
488,positive
261,positive
352,positive
3441,positive
1891,negative
2624,positive
1827,positive
1579,neutral
240,positive
2760,positive
1069,negative
4284,positive
4546,positive
1254,negative
1443,negative
823,positive
1599,neutral
3713,positive
3865,positive
917,positive
3069,positive
4812,neutral
1077,positive
1646,positive
2144,positive
2836,negative
4210,negative
643,positive
2574,positive
3540,positive
343,positive
3329,neutral
2077,neutral
3849,positive
155,neutral
5014,positive
1219,positive
585,positive
3532,positive
1794,positive
647,positive
105,neutral
1862,neutral
4527,positive
2854,positive
2686,positive
1844,positive
2018,positive
2438,positive
276,positive
4662,neutral
930,negative
4589,positive
5106,negative
4604,positive
849,positive
4936,positive
1239,positive
3844,neutral
1950,negative
3687,positive
1603,neutral
4117,positive
4313,positive
441,positive
1012,neutral
1027,negative
4068,positive
778,negative
553,positive
3358,negative
3517,positive
3047,negative
4814,negative
271,positive
2620,positive
2450,neutral
4029,positive
4220,positive
3550,negative
1469,positive
3553,negative
1504,positive
4333,negative
915,positive
1760,positive
4543,negative
3413,negative
3480,negative
4472,negative
1962,positive
4727,positive
3049,positive
1804,positive
1636,positive
76,positive
777,positive
814,positive
554,positive
649,positive
3621,positive
1464,positive
1468,positive
4085,neutral
763,positive
1179,neutral
1369,positive
3445,negative
3937,positive
4235,positive
4013,negative
1336,negative
1953,positive
3289,positive
4051,positive
4335,negative
728,positive
2584,negative
2135,positive
203,negative
1928,negative
628,negative
4445,neutral
692,positive
4268,positive
1808,neutral
3235,positive
762,positive
4658,negative
4622,negative
3389,positive
2928,positive
885,positive
645,positive
2067,negative
4149,positive
3984,negative
1160,positive
1913,negative
4729,positive
2543,positive
4020,positive
2578,negative
2005,neutral
4364,negative
375,negative
1841,negative
1260,positive
19,negative
4645,neutral
2884,positive
2901,positive
883,negative
3995,positive
2830,positive
4668,positive
2022,positive
4035,negative
4115,neutral
1051,neutral
42,positive
1008,positive
4033,positive
4303,negative
671,negative
3443,positive
99,positive
3747,positive
1167,positive
563,positive
4286,positive
4971,positive
4634,positive
1126,positive
810,positive
4698,neutral
3946,negative
4946,positive
2491,positive
831,positive
2153,neutral
1893,negative
686,positive
1873,negative
3605,neutral
3024,positive
4950,positive
1845,positive
4470,negative
285,negative
189,negative
4330,negative
1894,negative
4815,negative
687,negative
1754,negative
4056,negative
3525,positive
4155,negative
1707,negative
4692,positive
2072,positive
682,positive
580,neutral
4227,positive
2089,positive
972,negative
3979,negative
287,positive
3335,positive
1011,positive
1074,positive
792,positive
3801,positive
3652,negative
4531,positive
1961,negative
4278,positive
2765,positive
1919,negative
4689,positive
4665,neutral
2488,positive
1589,negative
3295,positive
2531,positive
390,negative
475,positive
4341,positive
908,negative
2861,positive
3686,positive
1151,positive
5057,positive
431,positive
2981,neutral
4469,negative
420,positive
556,positive
552,neutral
3617,neutral
1019,positive
2166,positive
1681,negative
2655,neutral
3886,positive
3883,negative
4084,neutral
4722,positive
4851,negative
3594,positive
1132,positive
2780,positive
1632,positive
3613,positive
3342,positive
4487,negative
4768,positive
3381,positive
45,positive
2657,positive
3779,negative
63,positive
2804,neutral
3551,negative
4544,negative
2990,positive
4136,negative
2887,negative
221,positive
3715,positive
3911,positive
143,positive
1709,positive
3904,positive
3194,positive
4616,positive
44,positive
3121,positive
2890,negative
1045,neutral
862,positive
3791,positive
1511,neutral
1042,neutral
1900,positive
4239,positive
2334,negative
794,neutral
654,positive
2736,neutral
1787,positive
1568,positive
4505,positive
3609,positive
110,negative
2871,positive
141,positive
3648,positive
4485,positive
3656,negative
2095,neutral
5045,positive
4225,negative
323,negative
2536,positive
4355,negative
4067,negative
587,neutral
1092,positive
4206,positive
4224,negative
4413,negative
2671,negative
1549,neutral
365,positive
3642,positive
1032,positive
1551,neutral
4716,negative
4005,negative
4212,positive
2013,negative
4686,negative
3684,positive
1262,positive
3826,negative
3935,negative
1159,negative
2,positive
3308,positive
737,positive
4079,negative
4683,positive
2038,neutral
4728,positive
3432,neutral
3283,negative
4296,negative
708,neutral
4512,positive
192,positive
4917,negative
3679,positive
395,positive
3869,neutral
2908,negative
4828,positive
1501,positive
3310,negative
2934,positive
3199,positive
289,positive
3961,positive
3411,negative
3284,negative
652,positive
3285,positive
1049,positive
4674,positive
1831,positive
3902,negative
1571,negative
528,neutral
507,positive
893,positive
1859,positive
1510,negative
4139,negative
4718,negative
4076,negative
3795,negative
3321,positive
3090,negative
1679,positive
1947,negative
122,positive
1770,negative
4540,positive
3297,positive
3466,positive
3286,positive
623,neutral
3695,negative
3887,negative
4388,negative
613,positive
1851,negative
258,negative
1016,neutral
1238,neutral
5035,positive
4197,negative
4626,positive
1188,neutral
1029,positive
1459,positive
1296,negative
4183,negative
4519,positive
901,negative
5110,negative
890,positive
4929,negative
4059,negative
4893,positive
2357,positive
2738,neutral
1405,positive
1344,negative
4741,positive
1265,negative
3933,negative
3976,positive
5080,positive
2573,positive
1813,positive
1424,positive
3762,positive
1780,negative
419,positive
4688,negative
449,neutral
1602,negative
67,positive
2707,positive
3576,positive
4078,positive
2814,positive
2899,negative
1559,positive
2755,neutral
3515,negative
4997,positive
4219,positive
2147,negative
1821,positive
1155,positive
4075,positive
1065,positive
1506,positive
3072,neutral
273,negative
2705,neutral
2864,neutral
3108,negative
1503,positive
3800,negative
2437,positive
4425,neutral
3446,positive
4349,negative
3952,negative
1527,negative
3806,positive
546,neutral
3513,negative
4669,neutral
634,positive
2587,positive
4697,positive
644,positive
4191,negative
132,positive
2897,positive
4049,positive
2701,positive
284,positive
3319,positive
886,negative
1054,positive
2149,positive
156,positive
4816,negative
991,positive
191,positive
4199,positive
3454,positive
4536,positive
1207,positive
3770,negative
724,positive
5094,negative
4510,positive
5055,negative
4714,positive
2506,positive
4660,positive
1291,positive
3528,positive
1634,positive
109,positive
491,positive
1294,negative
4057,negative
1670,negative
520,positive
4520,positive
3386,positive
1729,positive
611,positive
4381,negative
3618,positive
4743,positive
2714,negative
384,negative
3620,neutral
12,positive
2790,neutral
2879,positive
18,positive
4905,negative
684,positive
922,negative
1901,positive
165,neutral
125,positive
350,positive
1741,negative
4283,positive
4963,positive
2474,negative
877,negative
786,negative
1178,positive
2735,positive
3585,negative
1594,positive
2111,neutral
461,negative
4647,negative
3491,negative
2922,positive
4014,positive
2609,positive
1170,positive
1700,positive
3419,negative
3373,positive
1732,positive
4606,negative
998,positive
3043,neutral
4467,negative
3117,negative
4773,positive
3099,positive
1472,positive
935,negative
4018,positive
2910,positive
2433,positive
2895,negative
4506,positive
3819,negative
3921,positive
1694,negative
1959,negative
4351,positive
25,neutral
3201,positive
1303,positive
1981,positive
3168,negative
2350,negative
4118,positive
3134,negative
3250,positive
3246,positive
2731,neutral
2766,negative
4380,negative
1920,positive
3472,positive
636,negative
2389,neutral
3535,positive
2432,positive
79,positive
3356,negative
1064,positive
3836,positive
2345,negative
3436,negative
4016,positive
175,positive
3366,positive
3773,negative
852,positive
1300,positive
3530,positive
222,positive
3409,positive
2660,positive
4405,positive
253,negative
735,positive
3930,positive
864,positive
4054,positive
1513,negative
1418,negative
2560,positive
4090,neutral
129,positive
306,positive
3456,negative
4643,positive
1272,positive
989,positive
4503,positive
4794,negative
4623,negative
1905,neutral
1828,positive
1171,positive
4457,negative
4952,positive
3060,negative
3376,positive
1907,positive
1175,positive
1724,positive
3817,positive
620,positive
1854,negative
3021,positive
4717,negative
3427,positive
1368,positive
1185,positive
381,positive
1674,neutral
108,neutral
1085,positive
3720,positive
3962,negative
2360,negative
3871,positive
2105,negative
3370,negative
4253,positive
3442,positive
581,neutral
3685,neutral
4652,negative
1319,negative
3180,neutral
615,positive
3486,positive
1911,neutral
4146,negative
3214,positive
135,positive
3938,negative
1034,positive
3004,positive
4394,negative
3694,negative
4760,neutral
266,positive
4182,negative
756,positive
5123,negative
1231,positive
1385,positive
4105,neutral
2936,negative
4406,positive
5088,positive
33,neutral
2955,positive
1120,positive
4476,negative
1121,positive
2380,positive
4708,negative
3028,positive
5102,positive
1376,positive
3737,positive
1086,positive
4878,negative
2781,positive
4896,negative
3608,positive
3079,negative
1162,neutral
598,positive
1458,positive
1412,positive
785,positive
2608,positive
4473,positive
2730,neutral
3758,positive
361,negative
3593,positive
4988,positive
208,negative
32,positive
4003,negative
4632,negative
3733,negative
3369,positive
3653,positive
2974,positive
2071,positive
3994,positive
3531,positive
3521,positive
897,positive
92,positive
2853,positive
3096,positive
3086,positive
4733,positive
1718,positive
4599,neutral
1136,positive
35,positive
305,positive
2684,neutral
872,positive
3619,positive
2929,negative
1235,positive
3954,negative
178,positive
2557,positive
4656,positive
1392,positive
4513,positive
2933,neutral
2979,neutral
971,positive
10,negative
1147,negative
4264,negative
4653,negative
4244,positive
4690,positive
3377,neutral
5117,negative
1496,positive
2001,negative
4533,negative
356,neutral
2995,positive
4914,positive
2586,negative
5104,positive
3499,negative
3261,positive
3423,positive
4358,positive
3212,neutral
4931,positive
326,positive
560,positive
2025,negative
3828,negative
697,negative
4633,positive
1307,negative
819,negative
2141,positive
4178,positive
3717,neutral
2742,negative
808,negative
255,negative
463,positive
1608,positive
3159,neutral
2133,positive
667,negative
4650,neutral
5019,negative
5050,positive
2061,positive
4918,negative
765,positive
3574,positive
1946,negative
4820,negative
3558,positive
4464,negative
199,positive
4537,neutral
499,positive
2685,negative
1202,negative
2333,negative
4979,positive
1525,positive
1877,positive
3604,positive
4252,positive
4007,negative
1400,neutral
1343,positive
400,negative
4008,negative
1471,neutral
947,negative
2134,positive
1956,positive
1010,negative
4237,positive
559,negative
4889,positive
4730,positive
1556,positive
745,positive
3814,positive
1630,positive
4577,positive
1783,negative
3469,positive
218,positive
1135,positive
3188,positive
766,positive
4415,negative
27,neutral
4077,positive
158,negative
747,positive
4966,negative
2131,negative
2507,positive
3094,neutral
2798,positive
2851,positive
3238,positive
1885,negative
680,negative
1557,positive
3363,positive
4694,positive
4836,negative
3944,negative
945,positive
695,positive
4874,negative
246,negative
